brand,name,models,color,ram,storage,rom,screen,screen_size,sim,os,behind_camera,front_camera,url,error_url
Micromax,Canvas Unite 4 Pro,Q465,['Black/Gold'],['2GB'],['16GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 5.1 (Lollipop),"['8 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/micromax_canvas_unite_4_pro-8168.php,-1
Micromax,Canvas Unite 4,Q427,"['Champagne', ' Grey', ' Silver']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 6.0 (Marshmallow),"['8 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/micromax_canvas_unite_4-8169.php,-1
Micromax,Unite 4 plus,Q427,"['Champagne', ' Grey', ' Silver']",['2GB'],['16GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 6.0 (Marshmallow),"['8 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/micromax_unite_4_plus-8219.php,-1
Micromax,Canvas Selfie 4,Q349,['Gold'],['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 6.0 (Marshmallow),"['8 MP, AF']",['8 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/micromax_canvas_selfie_4-8220.php,-1
Micromax,Bolt supreme 4 Q352,Q352,['Black/Gold'],['1GB'],['8GB'],128MB,"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)",Android 6.0 (Marshmallow),"['8 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/micromax_bolt_supreme_4_q352-8221.php,-1
Micromax,Bolt Selfie Q424,Q424,"['Black', ' White']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 5.1 (Lollipop),"['5 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/micromax_bolt_selfie_q424-8222.php,-1
Micromax,Canvas Evok E483,Q424,['Black'],['3GB'],['16GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",Android 5.1 (Lollipop),"['13 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/micromax_canvas_evok_e483-8223.php,-1
Micromax,Bolt Supreme Q300,Q424,['Black'],['512MB'],['4GB'],128MB,"TFT touchscreen, 256K colors","3.5 inches, 36.5 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 5.1 (Lollipop),['2 MP'],['VGA'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/micromax_bolt_supreme_q300-8226.php,-1
Micromax,Bolt Supreme 2 Q301,Q424,['Black'],['512MB'],['4GB'],128MB,"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 5.1 (Lollipop),['2 MP'],['VGA'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/micromax_bolt_supreme_2_q301-8224.php,-1
Micromax,Canvas xp 4G Q413,Q424,['Black'],['3GB'],['16GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 5.1 (Lollipop),"['8 MP, AF']",['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/micromax_canvas_xp_4g_q413-8225.php,-1
BLU,Grand M,Q424,"['Gray', ' Silver', ' Gold', ' Rose Gold']",['512MB'],['8GB'],128MB,"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm",Dual SIM (Nano-SIM/ Micro-SIM),Android 6.0 (Marshmallow),['5 MP'],['3.15 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_grand_m-8534.php,-1
BLU,Grand Energy,Q424,"['Gold', ' Gray', ' Rose Gold']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm",Dual SIM (Micro-SIM/Nano-SIM),Android 6.0 (Marshmallow),"['5 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_grand_energy-8556.php,-1
BLU,Grand Max,Q424,"['Gold', ' Gray', ' Rose Gold']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm",Dual SIM (Micro-SIM/Nano-SIM),Android 6.0 (Marshmallow),"['8 MP, AF']",['8 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_grand_max-8557.php,-1
BLU,Vivo 5 Mini,Q424,"['Gray', ' Gold', ' Rose Gold', ' Silver']",['512MB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm","Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",Android 6.0 (Marshmallow),['5 MP'],['3.15 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_vivo_5_mini-8541.php,-1
BLU,Vivo XL2,Q424,"['Gold', ' Blue']",['3GB'],['32GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm",Dual SIM (Micro-SIM),Android 6.0 (Marshmallow),"['13 MP, PDAF']",['8 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_vivo_xl2-8544.php,-1
BLU,Advance 4.0 L3,Advance 4.0 L3,"['Gray', ' Silver', ' Gold', ' Rose Gold']",['512MB'],['4GB'],128MB,TFT capacitive touchscreen,"4.0 inches, 45.5 cm",Dual SIM (Mini-SIM),Android 6.0 (Marshmallow),['5 MP'],['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_advance_4_0_l3-8553.php,-1
BLU,Dash L3,Advance 4.0 L3,"['Gold', ' Rose Gold', ' Grey', ' Black']",['512MB'],['4GB'],128MB,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm",Dual SIM (MIni-SIM),Android 6.0 (Marshmallow),['3.15 MP'],['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_dash_l3-8555.php,-1
BLU,Life One X2 Mini,Advance 4.0 L3,"['Gray', ' Gold', ' Rose Gold']",['4GB'],['64GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",Android 6.0 (Marshmallow),"['13 MP, PDAF']",['8 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_life_one_x2_mini-8621.php,-1
BLU,Studio Selfie LTE,Advance 4.0 L3,"['Black', ' White']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm",Nano-SIM,Android 5.1 (Lollipop),"['5 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_studio_selfie_lte-8653.php,-1
BLU,R1 Plus,Advance 4.0 L3,['Black'],"['2GB', '3GB']","['16GB', '32GB']",128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 6.0 (Marshmallow),"['13 MP, f/2.0, 1/4"", 1.12µm, PDAF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_r1_plus-8670.php,-1
BLU,Studio Mega,Studio Mega,"['Black', ' Gold', ' Rose Gold']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 7.0 (Nougat),"['8 MP, 1/4"", AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_studio_mega-8709.php,-1
BLU,Studio J2,Studio Mega,"['Black', ' Gold', ' Rose Gold']",['512MB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 6.0 (Marshmallow),['5 MP'],['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_studio_j2-8713.php,-1
BLU,Grand XL,Studio Mega,"['Black', ' Gold', ' Rose Gold', ' Silver']",['1GB'],['8GB'],128MB,"Capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm",Dual SIM (Nano-SIM),Android 7.0 (Nougat),"['8 MP, AF']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_grand_xl-8731.php,-1
BLU,Grand X LTE,Studio Mega,"['Black', ' Silver', ' Gold', ' Rose Gold']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","Dual SIM (Micro-SIM/Nano SIM, dual stand-by)",Android 7.0 (Nougat),"['8 MP, 1/4""']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_grand_x_lte-8732.php,-1
BLU,Studio J1,Studio Mega,"['Black', ' Blue', ' White']",['512MB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm",Dual SIM (Micro-SIM),Android 6.0 (Marshmallow),['5 MP'],['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_studio_j1-8735.php,-1
BLU,Tank Xtreme Pro,Studio Mega,"['Black', ' Blue', ' Green', ' Red']",['2GB'],['16GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm",Nano-SIM,Android 7.0 (Nougat),['8 MP'],['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_tank_xtreme_pro-8736.php,-1
BLU,R2,Studio Mega,"['Black', ' Gold', ' Rose Gold', ' Silver']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm",Dual SIM (Micro-SIM),Android 7.0 (Nougat),['8 MP'],['8 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_r2-8774.php,-1
BLU,R2 LTE,Studio Mega,"['Black', ' Gold', ' Rose Gold', ' Silver']","['2GB', '3GB']","['16GB', '32GB']",128MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm",Dual SIM (Micro-SIM),Android 7.0 (Nougat),['13 MP'],['13 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_r2_lte-8773.php,-1
BLU,Grand Mini,Studio Mega,"['Black', ' Rose Gold', ' Silver', ' Gold']",['512MB'],['8GB'],128MB,"Capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm",Dual SIM (Micro-SIM),Android 6.0 (Marshmallow),['5 MP'],['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_grand_mini-8796.php,-1
BLU,Touchbook M7 Pro,Studio Mega,"['Black', ' Gold']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm",Dual SIM (Mini-SIM),Android 7.0 (Nougat),['5 MP'],['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_touchbook_m7_pro-8826.php,-1
BLU,Studio J8 LTE,Studio J8 LTE,"['Black', ' Gold', ' Rose Gold', ' Silver']","['1GB', '2GB']","['8GB', '16GB']",128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm",Dual SIM (Nano-SIM/ Micro-SIM),Android 7.0 (Nougat),['8 MP'],['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_studio_j8_lte-8825.php,-1
BLU,Studio J8,Studio J8 LTE,"['Black', ' Gold', ' Rose Gold', ' Silver']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm",Dual SIM (Nano-SIM/ Micro-SIM),Android 7.0 (Nougat),['8 MP'],['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_studio_j8-8824.php,-1
BLU,Vivo 8,Studio J8 LTE,"['Black', ' Gold']",['4GB'],['64GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",Android 7.0 (Nougat),"['13 MP, f/2.0, 1/3"", 1.12µm, PDAF']",['16 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_vivo_8-8835.php,-1
BLU,Studio G Mini,Studio J8 LTE,"['Black', ' Blue & White']",['512MB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm",Dual SIM (Micro-SIM),Android 6.0 (Marshmallow),['5 MP'],['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_studio_g_mini-8841.php,-1
BLU,Studio Pro,Studio J8 LTE,"['Black', ' Gray', ' Gold', ' Rose Gold']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm",Dual SIM (Micro-SIM),Android 7.0 (Nougat),"['8 MP, AF', '2 MP, depth sensor']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_studio_pro-8842.php,-1
BLU,Touchbook M7,Studio J8 LTE,"['Black', ' White']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm",Dual SIM (Micro-SIM),Android 6.0 (Marshmallow),['3.15 MP'],['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_touchbook_m7-8845.php,-1
BLU,Grand XL LTE,Studio J8 LTE,"['Black', ' Gold', ' Rose Gold', ' Silver']","['1GB', '2GB']","['8GB', '16GB']",128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm",Dual SIM (Nano-SIM),Android 7.0 (Nougat),"['13 MP, 1/4"", AF']",['8 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_grand_xl_lte-8846.php,-1
BLU,S1,Studio J8 LTE,"['Black', ' Gold']",['2GB'],['16GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm",Nano-SIM,Android 7.0 (Nougat),['13 MP'],['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_s1-8865.php,-1
BLU,C5 (2017),Studio J8 LTE,"['Black', ' Gold', ' Silver', ' Rose Gold']",['512MB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm",Dual SIM (Micro-SIM),Android 6.0 (Marshmallow),['5 MP'],['3.15 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_c5_(2017)-8905.php,-1
BLU,Grand M2,Studio J8 LTE,"['Black', ' Gold', ' Silver', ' Red', ' Rose Gold']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 7.0 (Nougat),['5 MP'],['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_grand_m2-8906.php,-1
BLU,C5 LTE,Studio J8 LTE,"['Black', ' Gold']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm",Dual SIM (Micro-SIM),Android 6.0 (Marshmallow),['5 MP'],['3.15 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_c5_lte-8926.php,-1
BLU,Grand M2 LTE,Studio J8 LTE,"['Black', ' Gold', ' Silver', ' Rose Gold']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 7.0 (Nougat),['5 MP'],['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_grand_m2_lte-8925.php,-1
BLU,Studio G3,Studio J8 LTE,"['Black', ' Gold', ' Silver']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 7.0 (Nougat),['5 MP'],['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_studio_g3-8924.php,-1
BLU,R2 Plus,Studio J8 LTE,"['Black', ' Gold']",['3GB'],['32GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm",Dual SIM (Micro-SIM),Android 7.0 (Nougat),"['13 MP, f/2.0, 1/3"", 1.12µm, PDAF']",['13 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_r2_plus-8945.php,-1
BLU,Life One X3,Studio J8 LTE,['Black'],['3GB'],['32GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","Dual SIM (Nano-SIM, dual stand-by)",Android 7.0 (Nougat),"['13 MP, 1/3"", 1.12µm']",['13 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_life_one_x3-8946.php,-1
BLU,Grand 5.5 HD II,Studio J8 LTE,"['Black', ' Gold', ' Rose Gold']",['1GB'],['16GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 7.0 (Nougat),"['13 MP, 1/4"", 1.12µm']",['8 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_grand_5_5_hd_ii-8952.php,-1
BLU,Dash L4 LTE,Studio J8 LTE,"['Black', ' Gold']",['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm",Dual SIM (Mini-SIM/Micro-SIM),Android 7.0 (Nougat),['5 MP'],['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_dash_l4_lte-8964.php,-1
BLU,Dash L5 LTE,Studio J8 LTE,['Black'],['1GB'],['8GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm",Dual SIM (Micro-SIM),Android 7.0 (Nougat),['5 MP'],['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_dash_l5_lte-8965.php,-1
BLU,Studio View XL,Studio View XL,"['Black', ' Gold', ' Rose Gold', ' Silver']",['1GB'],['16GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm","Dual SIM (Micro-SIM, dual stand-by)",Android 7.0 (Nougat),"['13 MP, 1/4"", 1.12µm']",['5 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_studio_view_xl-9007.php,-1
BLU,Vivo One,Studio View XL,"['Black', ' Gold', ' Silver']",['2GB'],['16GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm","Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",Android 7.1.1 (Nougat),['12 MP'],['8 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_vivo_one-9063.php,-1
BLU,Vivo One,Studio View XL,"['Black', ' Gold', ' Silver']",['2GB'],['16GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm","Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",Android 7.1.1 (Nougat),['12 MP'],['8 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_vivo_one-9063.php,-1
BLU,Vivo One,Studio View XL,"['Black', ' Gold', ' Silver']",['2GB'],['16GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm","Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",Android 7.1.1 (Nougat),['12 MP'],['8 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_vivo_one-9063.php,-1
BLU,Vivo One,Studio View XL,"['Black', ' Gold', ' Silver']",['2GB'],['16GB'],128MB,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 78.1 cm","Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",Android 7.1.1 (Nougat),['12 MP'],['8 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/blu_vivo_one-9063.php,-1
Acer,Iconia Tab A100,Studio View XL,"['Black/Red', ' Black/Blue']","['1GB', '1GB']","['8GB', '16GB']",128MB,"LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm",No,"Android 3.0, upgradable to 4.0 (Ice Cream Sandwich)","['5 MP, AF']",['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/acer_iconia_tab_a100-3841.php,-1
Acer,Iconia Tab A101,Studio View XL,"['Black/Red', ' Black/Blue']","['1GB', '1GB']","['8GB', '16GB']",128MB,"LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm",Mini-SIM,Android 3.2 (Honeycomb),"['5 MP, AF']",['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/acer_iconia_tab_a101-3906.php,-1
Acer,Iconia Tab A500,Studio View XL,['Black'],"['1GB', '1GB']","['16GB', '32GB']",128MB,"LCD capacitive touchscreen, 256K colors","10.1 inches, 295.8 cm",No,"Android 3.0, upgradable to 4.0 (Ice Cream Sandwich)","['5 MP, AF']",['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/acer_iconia_tab_a500-3907.php,-1
Acer,Iconia Smart,Studio View XL,['Silver'],['512MB'],['8GB'],128MB,"TFT capacitive touchscreen, 16M colors","4.8 inches, 57.1 cm",Mini-SIM,Android 2.3 (Gingerbread),"['8 MP, AF']",['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/acer_iconia_smart-3662.php,-1
Acer,Iconia Tab A501,Studio View XL,['Black'],"['1GB', '1GB', '1GB']","['16GB', '32GB', '64GB']",128MB,"LCD capacitive touchscreen, 256K colors","10.1 inches, 295.8 cm",Mini-SIM,"Android 3.0 (Honeycomb), upgradable to 3.2 (Honeycomb)","['5 MP, AF']",['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/acer_iconia_tab_a501-3898.php,-1
Acer,Iconia Tab A501,Studio View XL,['Black'],"['1GB', '1GB', '1GB']","['16GB', '32GB', '64GB']",128MB,"LCD capacitive touchscreen, 256K colors","10.1 inches, 295.8 cm",Mini-SIM,"Android 3.0 (Honeycomb), upgradable to 3.2 (Honeycomb)","['5 MP, AF']",['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/acer_iconia_tab_a501-3898.php,-1
Acer,Iconia Tab A501,Studio View XL,['Black'],"['1GB', '1GB', '1GB']","['16GB', '32GB', '64GB']",128MB,"LCD capacitive touchscreen, 256K colors","10.1 inches, 295.8 cm",Mini-SIM,"Android 3.0 (Honeycomb), upgradable to 3.2 (Honeycomb)","['5 MP, AF']",['2 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/acer_iconia_tab_a501-3898.php,-1
Acer,Iconia Tab A510,Studio View XL,"['Black', ' Silver']","['1GB', '1GB']","['16GB', '32GB']",128MB,"TFT capacitive touchscreen, 256K colors","10.1 inches, 295.8 cm",No,Android 4.0 (Ice Cream Sandwich),"['5 MP, AF']",['1 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/acer_iconia_tab_a510-4642.php,-1
Acer,Iconia Tab A511,Studio View XL,"['Black', ' Silver']","['1GB', '1GB']","['16GB', '32GB']",128MB,"TFT capacitive touchscreen, 256K colors","10.1 inches, 295.8 cm",Mini-SIM,Android 4.0 (Ice Cream Sandwich),"['5 MP, AF']",['1 MP'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/acer_iconia_tab_a511-4643.php,-1
Acer,Iconia Tab A700,Studio View XL,"['Titanium Gray', ' Metallic Red']","['1GB', '1GB', '1GB']","['16GB', '32GB', '64GB']",128MB,"LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm",No,Android 4.0 (Ice Cream Sandwich),"['5 MP, AF']",['Yes'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/acer_iconia_tab_a700-4425.php,-1
Acer,Iconia Tab A701,Studio View XL,['Titanium Gray'],"['1GB', '1GB', '1GB']","['16GB', '32GB', '64GB']",128MB,"LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm",Mini-SIM,Android 4.0 (Ice Cream Sandwich),"['5 MP, AF']",['Yes'],http://webcache.googleusercontent.com/search?q=cache:https://www.gsmarena.com/acer_iconia_tab_a701-4934.php,-1
